Zaman_saniye,Cikis_Voltaji_V,Bobin_Akimi_A
0.0002535,7.266397251100791,5.12942609120094
0.000254,7.291314148958146,5.140831833757697
0.0002545,7.316285412253632,5.152211040624617
0.000255,7.341310902511226,5.16356365403829
0.00025550000000000003,7.366390480980872,5.17488961638276
0.000256,7.391524008639275,5.18618887018982
0.0002565,7.416711346190651,5.197461358139309
0.000257,7.44193086944234,5.1956857513396075
0.0002575,7.467113393807756,5.187755672799543
0.000258,7.492253581160658,5.1797988263977635
0.0002585,7.517351302188903,5.171815257241074
0.000259,7.542406427819672,5.163805010573719
0.0002595,7.5674188292201325,5.155768131777131
0.00026000000000000003,7.592388377798118,5.148087645093076
0.0002605,7.617363773308098,5.159146557931208
0.000261,7.642391793951926,5.170178873755124
0.0002615,7.667472301132775,5.181184536652869
0.000262,7.692605155989065,5.192163490860061
0.0002625,7.717790219395236,5.203115680760182
0.000263,7.743027351962518,5.214041050884859
0.0002635,7.768316414039692,5.2249395459141414
0.000264,7.793657265713866,5.235811110676781
0.00026450000000000003,7.81904976681124,5.246655690150502
0.000265,7.844493776897888,5.2574732294623
0.0002655,7.869989155280524,5.268263673888691
0.000266,7.895535761007281,5.279026968856004
0.0002665,7.921133452868485,5.28976305994065
0.000267,7.946760604772278,5.287450621149631
0.0002675,7.972348030247564,5.278983278392378
0.000268,7.997890389298297,5.2704887384501635
0.0002685,8.023387550757237,5.261967049334387
0.000269,8.048839383711202,5.253418259195861
0.0002695,8.074245757501718,5.244842416324529
0.00027,8.099606541725697,5.236239569149201
0.0002705,8.124968519547174,5.246758686436866
0.00027100000000000003,8.150380382390304,5.257250796880736
0.0002715,8.175841989901773,5.267715847484785
0.000272,8.20135320147828,5.278153785402424
0.0002725,8.226913876267323,5.288564557936775
0.000273,8.252523873167963,5.298948112540924
0.0002735,8.278183050831618,5.309304396818203
0.000274,8.303891267662804,5.319633358522436
0.0002745,8.329648381819945,5.329934945558216
0.000275,8.355454251216171,5.340209105981157
0.00027550000000000003,8.381308733520038,5.350455787998149
0.000276,8.407211686156364,5.360674939967642
0.0002765,8.433162966306996,5.370866510399873
0.000277,8.459140946286423,5.368009176237373
0.0002775,8.485076438044755,5.358996566326803
0.000278,8.51096410002201,5.349956390388328
0.0002785,8.536803799501863,5.340888699373897
0.000279,8.562595404036921,5.331793544376514
0.0002795,8.588338781449362,5.322670976629932
0.00028000000000000003,8.614033799831638,5.313904026231793
0.0002805,8.6397291556525,5.323875706451135
0.000281,8.66547162385771,5.333820026614418
0.0002815,8.691261062624003,5.343736936675996
0.000282,8.717097329893056,5.353626386741216
0.0002825,8.742980283372242,5.363488327066675
0.000283,8.768909780535424,5.373322708060467
0.0002835,8.794885678623741,5.383129480282432
0.000284,8.820907834646366,5.3929085944444
0.00028450000000000003,8.846976105381339,5.402660001410441
0.000285,8.873090347376307,5.4123836521971045
0.0002855,8.899250416949327,5.422079497973679
0.000286,8.925456170189683,5.431747490062416
0.0002865,8.951707462958613,5.441387579938783
0.000287,8.977982666264984,5.437978447511939
0.0002875,9.004212590768248,5.428413724596551
0.000288,9.030391893632741,5.418821123882148
0.0002885,9.056520440881457,5.409200699291407
0.00028900000000000003,9.082598098821274,5.399552504889372
0.0002895,9.10862473404368,5.389876594883181
0.00029,9.134600213425399,5.380173023621732
0.0002905,9.160571317440182,5.389590765794989
0.000291,9.186586734851787,5.398980856021989
0.0002915,9.212646322676427,5.40834324723534
0.000292,9.238749937710262,5.417677892519865
0.0002925,9.264897436530148,5.426984745112855
